,item,brand,retail,release,lowestAsk,numberOfAsks,salesThisPeriod,highestBid,numberOfBids,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,changePercentage
191,Nike Dunk Low Grey Panda Volt,Nike,110,2023-01-18,120,318,55,146,153,280,100,0.081846,1040,0.409,141,155,0.037686
192,Nike Dunk Low Retro Canyon Rust (Women's),Nike,110,2022-11-19,77,700,55,80,78,186,55,0.180863,246,-0.473,90,58,0.0
193,Jordan 1 Retro Low Golf Wolf Grey,Jordan,140,2022-01-20,145,601,54,170,254,319,74,0.067043,9888,0.071,176,150,0.034483
194,Nike Dunk High Retro PRM Faded Spruce,Nike,135,2023-03-14,107,275,54,120,89,271,80,0.389557,226,-0.356,139,87,-0.50889
195,adidas Yeezy Boost 700 Wave Runner,adidas,300,2017-11-01,357,1504,53,425,552,647,223,0.086615,21744,0.257,362,377,0.138973
196,Nike Air Max 1 Crepe Soft Grey,Nike,160,2023-02-24,100,673,53,195,465,267,80,0.109312,1476,0.031,180,165,0.029894
197,Jordan 1 Elevate Low SE Lucky Green (Women's),Jordan,145,2022-12-07,105,230,53,146,178,235,80,0.269515,1253,-0.241,138,110,-0.147287
198,Jordan 6 Retro Georgetown (2022),Jordan,200,2022-09-03,169,527,52,218,250,549,140,0.130892,11663,-0.085,209,183,0.02809
199,Jordan 1 Low Diamond Shorts,Jordan,120,2022-02-09,136,785,52,200,214,261,95,0.117394,10718,0.433,145,172,-0.090909
200,Nike Dunk Low Triple White (2021) (Women's),Nike,100,2021-08-18,117,312,52,112,130,231,80,0.068586,8440,0.15,127,115,-0.122137
201,Nike Air Max Plus White,Nike,150,2019-01-01,103,317,52,131,191,308,40,0.1167,5048,-0.08,150,139,-0.019233
202,Nike Dunk Low Ironstone,Nike,110,2023-02-21,141,334,52,171,211,282,120,0.056019,1321,0.273,154,140,-0.113924
203,Jordan 12 Retro Black Taxi,Jordan,200,2022-12-03,154,457,51,225,326,513,106,0.091412,7641,-0.005,203,199,0.010152
204,Nike Dunk Low Retro PRM Halloween (2022),Nike,120,2022-10-27,100,592,51,135,168,244,60,0.109588,6345,0.167,129,140,0.284404
205,Nike Air Max 97 OG Silver Bullet (2022),Nike,185,2022-11-11,118,437,51,185,302,298,90,0.124144,4539,-0.368,161,117,-0.19859
206,adidas Gazelle Bold Pink Glow (Women's),adidas,120,2022-12-14,196,257,51,300,141,400,120,0.16726,1720,0.992,199,239,-0.016461
207,Nike Zoom Vomero 5 Photon Dust Metallic Silver (Women's),Nike,160,2023-03-01,178,130,51,215,224,286,100,0.114719,439,0.288,180,206,-0.241044
208,adidas Yeezy Foam RNNR Stone Sage,adidas,90,2022-03-11,190,446,50,231,173,342,114,0.075863,23887,1.122,186,191,-0.032381
209,Jordan 1 Mid Stealth (Women's),Jordan,125,2022-12-05,125,877,50,141,229,208,95,0.069514,7114,0.358,146,170,0.187331
210,adidas Yeezy 700 V3 Azael,adidas,200,2019-12-23,250,861,49,265,285,1030,153,0.083423,9670,0.303,257,261,0.021805
211,Nike Dunk Low Magma Orange (Women's),Nike,120,2022-09-27,137,295,49,188,165,260,75,0.11241,3333,0.4,138,168,0.158621
212,Jordan 6 Retro Cool Grey (GS) ,Jordan,150,2023-02-25,108,270,49,135,42,274,40,0.140187,1089,-0.007,130,149,0.839506
213,New Balance 9060 Blue Haze,New Balance,150,,176,167,49,240,189,284,127,0.110654,642,0.267,197,190,-0.095238
214,Crocs Mega Crush Sandal Black,Crocs,70,2023-01-12,76,82,49,76,13,229,79,0.073299,99,0.2,98,84,-0.151515
215,Jordan 4 Retro Lightning (2021),Jordan,220,2021-08-28,293,1153,48,325,460,695,206,0.120526,13456,0.938,306,427,0.455281
216,Nike Dunk Low SE Fleece Pack Honeydew (Women's),Nike,120,2022-11-16,136,399,48,150,177,274,106,0.085247,4473,0.283,144,154,0.076923
217,Jordan 4 Retro Messy Room (GS),Jordan,140,2022-11-05,119,676,48,135,114,697,102,0.06257,2967,0.064,153,149,0.081714
218,Jordan 1 Retro Low OG Doernbecher (2023),Jordan,120,2023-02-25,235,197,48,300,700,554,182,0.239977,1296,1.0,239,240,0.066667
219,Nike Air Foamposite One Penny PE,Nike,240,2023-04-07,219,150,48,265,97,414,195,0.075202,293,0.113,253,267,0.186667
220,Jordan 11 Retro Low Cement Grey,Jordan,190,2023-04-01,230,293,48,300,79,366,180,0.057335,87,0.205,259,229,-0.041841
221,Jordan 1 Mid Diamond Shorts,Jordan,120,2022-02-09,145,806,47,205,320,314,60,0.141641,19665,0.258,169,151,0.149859
222,UGG Classic Ultra Mini Chestnut (Women's),UGG,140,2021-11-01,116,192,47,141,45,290,25,0.110306,17629,0.007,182,141,0.014388
223,Jordan 1 Retro High OG Brotherhood,Jordan,170,2022-02-24,112,1350,47,135,380,451,95,0.100715,14336,-0.265,151,126,-0.015667
224,Nike Dunk Low Medium Olive (Women's),Nike,110,2022-09-09,186,455,47,245,377,421,126,0.063096,14133,1.072,195,228,0.155279
225,Jordan 3 Retro Dark Iris,Jordan,200,2022-08-24,207,630,47,203,245,588,81,0.040218,11868,0.07,211,214,0.019048
226,Converse Chuck Taylor All-Star 70 Hi Comme des Garcons PLAY Black,Converse,125,2019-03-30,105,350,47,190,147,306,75,0.13543,9889,0.067,146,134,0.075636
227,Nike Air Force 1 Low SP Supreme Wheat,Nike,150,2021-11-05,175,908,47,310,355,854,105,0.336756,6885,0.253,200,188,-0.020826
228,Nike Air VaporMax Plus Triple Red,Nike,200,2020-02-14,114,262,47,170,119,400,35,0.15098,1823,-0.33,173,134,0.155172
229,Nike Dunk Low Retro Green Glow,Nike,120,2023-01-12,105,271,47,112,182,206,85,0.0,1043,-0.044,115,115,0.033555
230,Nike Air Force 1 '07 Low White Swoosh Panda,Nike,130,2023-01-31,90,408,47,122,105,212,75,0.060027,623,-0.238,118,99,0.033433
231,Jordan 1 Mid Light Smoke Grey Anthracite,Jordan,120,2022-04-07,129,897,46,166,230,293,85,0.10692,12626,0.417,180,170,-0.063924
232,Jordan 1 Mid SE Light Iron Ore (Women's),Jordan,120,2022-02-08,100,472,46,144,164,218,62,0.128089,5334,0.0,140,120,0.111111
233,Nike Air Max Terrascape Plus Black Anthracite,Nike,185,2022-10-10,115,289,46,104,112,311,95,0.186373,2635,-0.3,177,130,0.0
234,New Balance 2002R Off White,New Balance,120,2022-09-02,105,190,46,160,117,632,75,0.155017,1839,0.4,138,168,0.253731
235,Nike Air Max Plus Black Silver White,Nike,175,2022-07-01,134,249,46,161,118,418,102,0.0,1512,0.058,187,186,0.045283
236,Nike KD 3 All-Star (2023),Nike,130,2023-02-10,130,484,46,171,141,399,64,0.073291,1026,0.1,176,143,0.232759
237,Nike Dunk High LXX Black Flax (Women's),Nike,120,2022-11-19,88,244,46,110,66,227,55,0.22016,823,-0.316,129,83,-0.077598
238,Jordan 1 Low Lucky Green,Jordan,110,2023-04-04,117,225,46,130,115,195,105,0.05213,200,0.182,135,130,0.056911
239,Nike Air Max 90 Terrascape Sail Sea Glass,Nike,140,2021-10-28,94,312,45,115,132,329,68,0.124989,10665,0.248,129,175,0.560181
240,Nike Air Force 1 Mid Off-White Black,Nike,185,2022-06-23,128,609,45,185,282,450,80,0.142676,9191,-0.054,203,175,-0.045643
241,Jordan 1 Retro Low OG Black Dark Powder Blue,Jordan,130,2022-07-29,125,1163,45,175,398,499,95,0.082805,8722,0.485,162,193,0.213836
242,Crocs Pollex Clog by Salehe Bembury Kuwata,Crocs,85,2022-10-22,65,676,45,110,113,286,45,0.236392,4930,-0.059,86,80,-0.245283
243,Common Projects Original Achilles White,Common Projects,415,2004-01-01,219,228,45,215,62,495,175,0.08555,3237,-0.494,246,210,-0.045455
244,Jordan 12 Retro Playoffs (2022),Jordan,210,2022-03-11,133,1110,44,250,328,369,111,0.096022,16433,-0.048,225,200,0.005025
245,Nike Dunk Low Championship Court Purple,Nike,100,2022-05-05,168,730,44,210,208,340,134,0.090336,15551,0.95,196,195,-0.144737
246,Jordan 1 Mid Lakers (2022),Jordan,125,2022-09-17,91,510,44,140,242,261,79,0.174679,3536,-0.288,125,89,-0.152381
247,New Balance 9060 Sea Salt White,New Balance,150,2023-01-14,145,289,44,204,162,287,111,0.162481,670,0.333,188,200,0.058201
248,Nike Dunk Low LX Pink Foam (Women's),Nike,120,2022-12-10,122,493,44,126,107,317,104,0.048481,623,0.058,141,127,-0.030534
249,adidas Yeezy Slide Ochre,adidas,60,2021-12-13,102,730,43,159,176,255,65,0.108454,23520,1.367,131,142,0.224138
250,Jordan 1 Mid Split Black White (Women's),Jordan,135,2022-09-22,115,386,43,155,233,257,90,0.135128,13879,0.289,145,174,0.42623
251,Nike Dunk Low Venice (Women's),Nike,100,2022-02-02,171,529,43,200,183,313,2,0.095312,13025,0.942,197,195,0.049825
252,Jordan 1 Retro High White University Blue Black,Jordan,170,2021-03-06,338,1245,43,433,555,751,225,0.183877,11527,0.912,413,325,-0.111643
253,Nike SB Dunk Low Adobe,Nike,110,2023-02-22,114,912,43,169,327,300,66,0.077281,2723,0.409,138,155,0.148148
254,Nike Dunk Low Velvet Teal (Women's),Nike,110,2022-11-30,98,410,43,130,103,341,88,0.122099,2049,-0.073,142,102,0.0
255,Jordan 1 Retro Low OG SP Travis Scott Reverse Mocha,Jordan,150,2022-07-21,925,704,42,1240,754,3833,781,0.176719,9617,5.133,1195,920,-0.314921
256,New Balance 2002R Protection Pack Mirage Grey,New Balance,150,2022-04-01,133,613,42,200,134,541,100,0.106713,6127,0.373,171,207,0.54903
257,Nike Air Force 1 Low Triple Red,Nike,110,2020-02-01,96,215,42,140,158,273,37,0.158657,4604,-0.036,118,106,-0.214815
258,Jordan 1 Mid Knicks,Jordan,125,2023-02-17,104,296,42,130,197,238,80,0.113417,922,0.0,124,125,0.041667
259,New Balance 550 UNC White Dusk Blue (Women's),New Balance,110,2023-01-08,109,345,42,140,99,252,85,0.15523,637,0.055,133,116,-0.140895
260,Nike Dunk Low South Beach (Women's),Nike,110,2023-03-01,149,119,42,191,207,274,120,0.084154,419,0.891,165,208,0.019401
261,Nike Air Max Plus Triple Black,Nike,150,2017-12-20,132,330,41,131,172,240,92,0.092981,6395,0.086,153,163,-0.079801
262,Nike Air Max 270 Triple Black,Nike,160,2018-03-16,95,387,41,100,111,215,55,0.040015,2963,-0.375,116,100,0.052632
263,Jordan 6 Retro Chrome Metallic Silver (GS),Jordan,150,2022-11-26,112,158,41,142,56,244,96,0.14349,2186,-0.167,155,125,0.02459
264,Nike PG 6 What The,Nike,110,2022-12-03,110,436,41,165,107,400,90,0.0,1481,0.036,147,114,-0.43
265,Nike Epic Phantom React Flyknit Black White,Nike,150,2019-05-02,75,173,41,70,46,300,60,0.066076,1391,-0.22,110,117,-0.050374
266,Nike Air Dunk Jumbo Mint Foam,Nike,120,2023-03-01,113,237,40,125,141,310,91,0.179737,485,-0.133,135,104,-0.009524
267,Nike Dunk Low Retro White Grey,Nike,110,2022-09-14,132,552,40,167,185,325,102,0.100945,10540,0.387,153,153,0.082231
268,Jordan 4 Retro Infrared (GS),Jordan,160,2022-06-15,170,417,40,220,132,346,85,0.073858,10253,0.419,194,227,-0.093967
269,Jordan 1 Low Bred Toe (GS),Jordan,75,2021-12-08,96,631,40,97,81,159,68,0.06263,8587,0.347,107,101,-0.038095
270,Jordan 1 Low OG Bleached Coral,Jordan,130,2022-07-02,128,856,40,220,355,439,95,0.119127,8523,-0.015,158,128,-0.007752
271,Nike Blazer Low Off-White Black Electro Green,Nike,140,2022-04-08,60,740,40,125,162,429,41,0.119097,8309,-0.2,159,112,0.244444
272,Nike LeBron 20 The Debut,Nike,200,2022-12-12,133,332,40,148,139,413,122,0.199094,1541,-0.2,203,160,0.126761
273,Jordan 1 Low Desert (Women's),Jordan,110,2022-12-23,103,255,40,135,64,213,81,0.146996,417,-0.009,126,109,-0.221429
274,New Balance 327 Sea Salt Black (Women's),New Balance,95,2022-08-19,113,60,40,125,24,245,72,0.063435,399,0.484,148,141,-0.040816
275,New Balance 2002R Protection Pack Grey,New Balance,170,2023-02-14,155,256,40,160,78,300,151,0.0,114,0.041,206,177,0.053571
276,Jordan 6 Retro Midnight Navy (2022),Jordan,190,2022-05-11,149,675,39,180,209,524,107,0.107741,13656,0.251,193,238,0.814603
277,Jordan 1 Retro High Shadow 2.0,Jordan,170,2021-05-15,224,965,39,250,301,441,181,0.089888,6498,0.512,262,257,0.093617
278,New Balance 550 White Blue,New Balance,110,2020-12-01,77,439,39,95,142,366,56,0.208951,5270,-0.245,131,83,-0.034884
279,Jordan 1 Mid SE Pastel Vivid Green Grind (GS),Jordan,110,2022-03-25,87,184,39,87,78,172,59,0.100695,4225,0.065,110,118,0.24609
280,Nike Dunk Low Dark Driftwood (Women's),Nike,110,2022-11-22,105,398,39,125,119,200,71,0.074185,4224,-0.045,131,105,0.0
281,Nike Air Force 1 Low College Pack Midnight Navy,Nike,130,2022-09-24,98,340,39,145,73,261,80,0.138343,1304,-0.115,147,115,0.026786
282,New Balance 327 Moonbeam Outerspace (Women's),New Balance,90,2021-02-01,94,165,39,118,37,338,84,0.164366,1283,0.4,132,126,0.369565
283,Nike Dunk Low Active Fuchsia (PS),Nike,75,2023-03-01,80,234,39,78,77,138,50,0.0,584,0.013,84,76,-0.026508
284,Jordan 1 Mid Purple Mocha,Jordan,125,,83,457,39,107,101,332,75,0.062341,261,-0.048,126,119,0.122642
285,Jordan 11 Retro Low 72-10,Jordan,190,2022-05-14,173,921,38,220,225,410,93,0.072791,18924,0.105,197,210,0.088083
286,Nike Blazer Mid 77 White Black (W),Nike,100,2020-04-01,63,232,38,83,65,152,40,0.127098,8656,-0.36,78,64,0.015873
287,Jordan 1 Retro High Silver Toe (W),Jordan,170,2021-02-19,162,766,38,221,226,429,107,0.234042,4243,-0.041,206,163,-0.340081
288,Nike Air Max 1 PRM Duck Pecan Yellow Ochre,Nike,160,2022-12-20,90,423,38,150,437,513,85,0.180726,2802,-0.238,148,122,-0.172912
289,Nike Dunk Low Light Iron Ore (Women's),Nike,120,2022-11-03,129,495,38,152,111,215,95,0.070271,2414,-0.033,137,117,-0.121053
290,Nike Dunk Low Retro PRM Year of the Rabbit White Rabbit (2023),Nike,130,2023-01-18,142,1094,38,172,283,330,120,0.060938,2311,0.192,185,155,-0.025157
291,Nike Air Force 1 Low ValentineÕs Day (2023) (Women's),Nike,150,2023-02-14,176,161,38,420,250,470,138,0.189542,2110,0.66,203,249,0.073276
292,Jordan 1 Low SE Craft Taupe Haze,Jordan,130,2023-01-14,112,360,38,131,132,211,90,0.107812,1082,-0.046,134,124,0.016393
293,Jordan 3 Retro White Cement Reimagined (PS),Jordan,90,2023-03-11,79,661,38,81,75,340,70,0.105684,265,0.115,101,101,0.067169
294,Jordan 1 Retro High OG Bleached Coral,Jordan,180,2022-07-02,234,987,37,265,482,1019,125,0.141207,32208,0.306,230,235,-0.168079
295,Nike Dunk Low Triple Pink (GS),Nike,85,2022-06-01,182,255,37,300,192,434,105,0.153001,18591,2.247,190,276,0.026022
296,Jordan 1 Retro High OG Rebellionaire,Jordan,170,2022-03-12,139,659,37,325,487,1656,101,0.076191,17969,0.586,240,270,-0.036925
297,Crocs Classic Clog Lightning McQueen,Crocs,50,2021-04-27,165,269,37,171,152,623,75,0.136055,11253,3.7,152,235,-0.110554
298,Jordan 3 Retro Desert Elephant,Jordan,200,2022-07-30,164,488,37,230,227,448,125,0.140067,9555,-0.026,196,195,0.188242
299,Jordan 1 Retro High OG Bordeaux,Jordan,170,2021-11-20,140,1425,37,170,249,309,85,0.147877,7590,-0.182,179,139,0.158333
300,Nike Air Max Correlate Black White Grey,Nike,120,2012-01-01,71,183,37,80,49,234,60,0.171623,7013,-0.333,91,80,0.081081
301,Nike Air Force 1 Low LE Triple White (GS),Nike,75,2021-04-14,67,452,37,60,101,116,46,0.092719,4898,-0.093,76,68,0.014925
302,New Balance 2002R Protection Pack Light Arctic Grey Purple,New Balance,150,2022-09-28,210,342,37,236,251,431,138,0.186165,4841,0.44,216,216,-0.097737
303,Jordan 1 Low SE Sail Rattan University Red,Jordan,120,2022-10-19,129,130,37,245,132,400,101,0.341238,4573,0.108,152,133,-0.119205
304,adidas Handball Spezial Black Gum,adidas,100,2020-08-26,76,259,37,100,93,234,50,0.170936,1628,0.302,113,131,0.067884
305,New Balance 1906D Protection Pack Harbor Grey,New Balance,165,2023-01-06,149,526,37,185,151,580,130,0.12127,1442,-0.073,189,153,-0.049689
306,adidas Gazelle Indoor Blue Fusion Gum (Women's),adidas,90,2022-12-15,106,198,37,175,105,232,100,0.088874,335,1.233,155,201,0.446043
307,Jordan 1 Mid Valentine's Day (2023) (GS),Jordan,110,,128,73,37,122,81,213,118,0.103495,115,0.173,143,129,0.032
308,New Balance 9060 Sea Salt Cherry Blossom,New Balance,150,2023-03-04,175,75,37,230,56,290,160,0.149028,76,0.267,211,190,-0.07767
309,Nike Dunk Low Valerian Blue,Nike,100,2022-05-01,178,635,36,204,243,456,123,0.073934,22040,1.042,185,205,0.038462
310,adidas Yeezy Boost 350 V2 Dazzling Blue,adidas,220,2022-02-26,245,743,36,350,344,595,187,0.067048,16742,0.723,315,379,0.029891
311,Jordan 5 Retro Dark Concord,Jordan,200,2022-08-06,154,539,36,171,217,383,80,0.140536,8380,-0.08,179,184,0.142857
312,Nike Dunk Low Halloween (2022) (GS),Nike,90,2022-09-17,88,373,36,101,77,225,65,0.091636,5636,0.067,103,96,0.0
313,Jordan 1 Retro High OG Chicago Lost and Found (PS),Jordan,85,2022-11-19,90,505,36,110,174,290,80,0.086641,3469,0.212,115,103,0.183908
314,Nike Air Trainer 1 Utility SP Light Smoke Grey Honeydew Particle Grey,Nike,150,2022-04-14,98,223,36,135,96,399,75,0.163019,3020,0.316,147,198,0.810934
315,Nike TC 7900 Sail (W),Nike,120,2021-03-03,70,244,36,85,39,232,64,0.091115,2002,-0.325,107,81,0.08
316,New Balance 9060 Rain Cloud Grey,New Balance,150,2022-09-02,154,258,36,170,133,309,0,0.138707,1721,0.093,181,164,-0.203883
317,Nike Air Dunk Jumbo Medium Olive,Nike,120,2023-01-26,136,269,36,200,169,255,100,0.181172,609,1.076,151,250,0.701714
318,Air Jordan 1 Mid SE Craft Taupe Haze,Jordan,135,2023-01-24,105,260,36,130,125,273,70,0.096588,396,-0.062,126,127,-0.095956
319,New Balance 550 Cream Black,New Balance,100,2022-03-05,135,316,35,182,119,431,84,0.148442,18411,0.432,176,144,-0.099577
320,adidas Yeezy Boost 350 V2 Light,adidas,220,2021-08-28,240,710,35,295,236,430,176,0.0,8711,0.307,284,288,-0.271147
321,Jordan 1 Retro High OG Stealth,Jordan,180,2022-08-30,130,806,35,137,247,529,86,0.130014,8285,-0.306,159,125,-0.2591
322,Jordan 1 Retro High OG A Ma Maniére,Jordan,200,2021-12-03,232,1114,35,303,624,504,165,0.056756,6682,0.595,313,319,0.155797
323,Jordan 1 Retro High OG Patent Bred (GS),Jordan,130,2021-12-30,160,421,35,235,114,396,110,0.083082,6035,0.923,231,250,0.086957
324,Nike Dunk Low UNC (2021),Nike,100,2021-06-24,348,426,35,450,324,835,250,0.099877,5704,2.869,397,387,0.031626
325,Nike Air Max Penny 1 All-Star Black Metallic Silver,Nike,170,2022-12-06,120,307,35,200,86,399,90,0.122863,2291,-0.094,157,154,0.0
326,Nike Dunk Low Ivory Hyper Royal (GS),Nike,95,2022-11-08,126,201,35,127,44,199,91,0.102189,2193,0.432,127,136,-0.042254
327,Nike Dunk Low SE Just Do It Sail Team Red (Women's),Nike,120,2023-02-23,102,770,35,120,128,311,82,0.098063,519,0.1,125,132,0.03937
328,Jordan 1 Low Panda (2023) (Women's),Jordan,110,2023-03-10,140,69,35,150,27,242,115,0.197775,47,0.3,170,143,-0.408152
329,Nike Dunk Low Premium Vast Grey,Nike,110,2022-08-23,150,435,34,210,183,338,108,0.214442,19241,0.38,172,152,0.012294
330,Jordan 3 Retro Cardinal Red,Jordan,200,2022-02-19,212,950,34,230,203,500,160,0.069289,16669,0.364,232,273,0.13337
331,Jordan 1 Mid Linen,Jordan,115,2021-11-24,152,764,34,162,188,337,112,0.119151,16582,0.679,173,194,0.270245
332,Nike Dunk Low EMB NBA 75th Anniversary Chicago,Nike,110,2021-10-23,140,733,34,170,235,286,95,0.100409,14984,0.364,163,150,-0.074407
333,adidas Yeezy Boost 350 V2 Blue Tint,adidas,220,2017-12-16,234,846,34,330,326,510,120,0.116564,12638,0.241,292,273,-0.303985
334,UGG Tasman Slipper Chestnut,UGG,100,,84,211,34,125,38,400,60,0.056857,7829,-0.06,127,94,-0.078431
335,Jordan 1 Low Bulls,Jordan,100,2022-04-01,101,682,34,120,207,222,75,0.044484,7160,0.18,112,118,0.017241
336,Nike Hot Step Air Terra Drake NOCTA Triple Black,Nike,180,2022-03-03,115,324,34,230,236,531,62,0.149256,7154,0.612,217,291,0.559918
337,Nike Dunk Low Retro Coconut Milk (Women's),Nike,100,2022-08-26,118,440,34,120,108,211,85,0.158683,6716,0.25,126,125,-0.261871
338,Jordan 1 Retro Low Golf Shadow,Jordan,140,2022-01-20,118,693,34,161,212,237,88,0.085052,5455,-0.136,152,121,-0.062016
339,Nike Dunk Low Graffiti Pink,Nike,110,2022-05-01,88,218,34,177,156,399,76,0.210559,5301,0.118,124,123,0.088189
340,Jordan 4 Retro Fire Red (2020),Jordan,200,2020-11-28,370,719,34,383,360,809,236,0.119905,4863,0.9,397,380,-0.039396
341,Jordan 1 Retro Low OG SP Fragment x Travis Scott,Jordan,150,2021-08-13,1120,553,34,2000,645,2650,820,0.177237,4062,8.373,1515,1406,-0.026316
342,Puma LaMelo Ball MB.02 Nickelodeon Slime,Puma,140,2022-12-23,125,252,34,200,128,393,97,0.202027,1867,0.107,151,155,0.014462
343,Jordan 1 Retro High OG True Blue (GS),Jordan,110,2023-01-14,124,184,34,120,67,206,93,0.062015,1419,0.218,132,134,0.072
344,Jordan 1 Low Bordeaux (GS),Jordan,90,2022-11-15,108,114,34,111,57,192,60,0.09742,1132,0.589,115,143,0.38835
345,Jordan 1 Low White Toe,Jordan,110,2022-10-11,76,408,34,81,106,167,58,0.204042,1017,-0.364,90,70,-0.186047
346,Jordan 6 Retro UNC White,Jordan,210,2022-03-05,183,1182,33,250,243,447,139,0.080653,13916,-0.11,240,187,-0.113744
347,Nike Air Force 1 Low '07 White Black Pebbled Leather,Nike,90,2021-01-14,81,608,33,90,116,177,43,0.126226,8415,0.0,109,90,-0.052632
348,Jordan 4 Retro University Blue,Jordan,200,2021-04-28,465,652,33,461,470,749,322,0.117147,6466,1.475,470,495,-0.127591
349,adidas Yeezy 500 Utility Black,adidas,200,2018-07-07,310,511,33,528,223,598,200,0.122317,4396,0.655,333,331,0.00303
350,Nike M2K Tekno Cool White (W),Nike,90,2018-11-17,84,219,33,82,61,259,65,0.147399,2465,0.41,102,127,0.336888
351,Nike Dunk Low Gorge Green,Nike,110,2022-10-01,137,406,33,169,231,305,105,0.08045,2087,0.627,151,179,0.162338
352,Jordan 1 Low SE New Emerald,Jordan,130,2022-07-14,140,160,33,200,110,300,99,0.168923,1949,0.131,147,147,-0.126388
353,NikeCraft General Purpose Shoe Tom Sachs,Nike,110,2022-06-10,199,405,32,320,470,2143,0,0.110536,13239,2.852,341,424,0.395357
354,adidas Yeezy Boost 350 V2 Salt,adidas,230,2022-10-22,251,625,32,595,350,885,178,0.188932,7101,-0.035,274,222,-0.196039
355,Jordan 1 Retro High OG Hyper Royal,Jordan,170,2021-04-17,290,1093,32,370,467,682,150,0.155658,7003,1.208,372,376,0.137479
356,Jordan 5 Retro Raging Bull Red (2021),Jordan,190,2021-04-10,160,738,32,325,300,435,100,0.108882,6338,0.316,240,250,-0.108567
357,Jordan 1 Mid Triple Black,Nike,115,2020-03-24,105,157,32,100,107,206,73,0.153564,3788,-0.087,121,105,0.05
358,Jordan 1 Mid French Blue Fire Red,Jordan,135,2022-09-20,149,275,32,181,179,291,112,0.120554,3354,0.222,168,166,-0.20382
359,Nike Air Max 90 Gore-Tex Photodust,Nike,140,2022-11-10,87,175,32,115,170,220,70,0.190897,674,-0.143,114,120,-0.25335
